,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Enclosed_Porch
852,50,50.0,6000,6,7,1937,2000,201.0,825.0,1497,0.0,3,5,0,672.0,0
853,30,50.0,7288,5,6,1942,1950,305.0,976.0,976,1.0,2,5,0,215.0,0
854,30,80.0,13360,5,7,1921,2006,713.0,876.0,964,1.0,2,5,0,432.0,44
855,20,78.0,10335,7,5,1999,1999,679.0,1490.0,1501,1.0,3,6,0,577.0,0
856,20,70.0,11767,5,5,1956,1956,546.0,1150.0,1560,0.0,2,7,1,313.0,0
857,190,60.0,10896,6,7,1914,1995,256.0,1440.0,3395,0.0,8,14,0,0.0,0
858,20,60.0,5400,5,5,1958,1958,453.0,864.0,864,0.0,3,6,0,399.0,0
859,20,70.0,9100,7,5,2000,2000,1400.0,1525.0,1525,1.0,3,6,0,541.0,0
860,90,70.0,7728,5,6,1962,1962,803.0,1106.0,1190,1.0,3,6,0,540.0,0
861,60,75.0,8778,8,5,2006,2006,0.0,1302.0,1830,0.0,3,7,0,859.0,0
862,20,63.0,8487,7,5,2004,2004,20.0,1500.0,1500,0.0,3,6,0,570.0,0
863,60,0.0,9930,7,5,2002,2002,456.0,826.0,1762,0.0,3,6,0,591.0,0
864,20,100.0,17500,7,8,1959,2002,1406.0,1902.0,1902,1.0,3,7,2,567.0,162
865,20,78.0,10206,8,5,2008,2008,0.0,1614.0,1658,0.0,3,7,1,726.0,0
866,20,75.0,14587,9,5,2008,2008,0.0,1498.0,1506,0.0,2,6,1,592.0,0
867,20,65.0,7800,5,7,1967,2004,450.0,864.0,899,0.0,3,5,0,288.0,0
868,70,50.0,4960,5,7,1930,1982,0.0,297.0,1654,0.0,3,7,1,336.0,0
869,30,60.0,7392,5,7,1930,1995,0.0,520.0,912,0.0,2,5,0,360.0,0
870,90,0.0,7424,5,5,1978,1978,1319.0,1319.0,1373,1.0,3,5,2,591.0,0
871,160,24.0,2522,7,5,2004,2004,0.0,970.0,1709,0.0,3,7,0,380.0,0
872,30,46.0,3672,5,7,1922,1950,0.0,816.0,816,0.0,2,5,0,100.0,96
873,80,62.0,7706,6,5,1993,1996,114.0,384.0,1091,0.0,2,5,0,429.0,0
874,20,0.0,12929,6,6,1960,1993,697.0,1081.0,1081,1.0,3,5,0,401.0,0
875,20,0.0,9316,5,5,1965,1965,544.0,1024.0,1020,0.0,3,5,0,288.0,0
876,85,0.0,12122,7,9,1961,2007,867.0,944.0,999,1.0,3,6,0,588.0,0
877,90,42.0,7711,4,3,1977,1977,1440.0,1440.0,1440,2.0,4,8,0,0.0,0
878,60,43.0,12352,7,5,1998,1999,638.0,853.0,1753,1.0,3,7,1,534.0,0
879,60,75.0,12447,8,5,2005,2006,0.0,1100.0,1964,0.0,3,8,1,760.0,0
880,20,63.0,7500,7,5,2006,2006,54.0,1141.0,1141,1.0,3,6,0,484.0,0
881,45,51.0,6120,7,8,1929,2001,0.0,832.0,854,0.0,2,5,0,576.0,0
882,50,56.0,9576,6,7,1945,1950,310.0,770.0,1182,0.0,3,5,0,378.0,0
883,60,82.0,9942,9,5,2005,2006,1290.0,1606.0,2091,1.0,3,8,1,521.0,0
884,30,65.0,7898,4,7,1920,1994,0.0,576.0,985,0.0,2,4,0,676.0,0
885,60,57.0,21872,7,5,1996,1997,604.0,729.0,1446,0.0,3,6,1,406.0,0
886,60,83.0,10005,7,5,1977,1977,392.0,1160.0,2022,0.0,4,8,1,505.0,0
887,60,41.0,12393,7,5,2004,2005,0.0,847.0,1948,0.0,4,8,1,434.0,0
888,60,75.0,9000,8,5,2008,2008,0.0,768.0,1590,0.0,3,6,0,676.0,0
889,60,63.0,7875,7,5,2003,2003,0.0,847.0,1948,0.0,4,8,1,434.0,0
890,50,50.0,6000,4,6,1936,1950,672.0,672.0,1324,0.0,3,6,0,240.0,0
891,20,100.0,10175,6,5,1964,1964,490.0,1425.0,1425,0.0,3,7,1,576.0,0
892,190,85.0,13600,5,5,1900,1950,0.0,662.0,2337,0.0,5,10,0,560.0,0
893,45,85.0,12172,5,7,1940,1996,130.0,822.0,908,0.0,2,4,0,512.0,0
894,60,65.0,10237,7,5,2006,2006,0.0,738.0,1492,0.0,3,8,0,440.0,0
895,20,70.0,7000,5,4,1961,1961,781.0,1150.0,1150,0.0,3,6,0,288.0,0
896,60,59.0,11228,7,5,1993,1993,50.0,1080.0,2097,0.0,3,9,1,678.0,0
897,20,80.0,8000,5,6,1959,1959,476.0,1256.0,1256,1.0,3,6,0,311.0,0
898,60,84.0,10728,8,5,2006,2006,0.0,1095.0,1939,0.0,3,8,1,1053.0,0
899,50,50.0,6000,5,7,1924,1950,0.0,816.0,1566,0.0,5,7,0,450.0,296
900,190,56.0,6931,4,5,1955,1955,784.0,784.0,784,1.0,2,4,0,0.0,0
901,20,73.0,8760,8,5,2006,2006,36.0,1489.0,1500,0.0,3,7,1,674.0,0
902,20,98.0,16033,9,5,2004,2005,1261.0,1833.0,1850,1.0,3,8,1,772.0,0
903,60,80.0,9024,6,5,2004,2004,0.0,789.0,1515,0.0,3,8,1,393.0,0
904,20,74.0,11563,8,5,2006,2007,1036.0,1518.0,1537,1.0,3,8,0,788.0,0
905,160,21.0,1680,6,6,1972,1972,110.0,483.0,987,1.0,2,5,0,288.0,0
906,60,73.0,8760,7,5,2006,2006,464.0,1391.0,1962,0.0,3,7,0,868.0,0
907,20,80.0,9600,5,6,1961,1990,915.0,1251.0,1433,1.0,3,7,1,441.0,205
908,120,37.0,4435,6,5,2003,2003,686.0,848.0,848,1.0,1,3,0,420.0,0
909,160,21.0,1680,6,8,1972,2007,162.0,483.0,987,0.0,2,5,0,264.0,0
910,20,69.0,7599,4,6,1982,2006,565.0,845.0,845,1.0,2,4,0,360.0,0
911,50,55.0,7264,7,7,1925,2007,0.0,952.0,1548,0.0,3,5,0,672.0,0
912,20,0.0,32668,6,3,1957,1975,1219.0,2035.0,2515,1.0,4,9,2,484.0,200
913,20,91.0,11825,8,5,2006,2007,0.0,1694.0,1694,0.0,3,7,1,856.0,0
914,20,85.0,10200,8,5,2007,2007,1478.0,1578.0,1602,1.0,3,7,1,810.0,0
915,120,63.0,8849,9,5,2005,2005,28.0,1684.0,1684,0.0,2,6,1,564.0,0
916,60,70.0,11184,6,5,1978,1978,226.0,918.0,1683,0.0,3,7,1,440.0,0
917,50,98.0,8820,5,6,1890,1996,1088.0,1088.0,1869,0.0,2,7,0,456.0,244
918,30,0.0,6615,6,6,1923,1950,0.0,1022.0,1432,0.0,3,6,1,216.0,0
919,20,65.0,8773,7,5,2004,2004,24.0,1414.0,1414,0.0,3,6,0,494.0,0
920,20,0.0,11088,8,5,2002,2002,872.0,1348.0,1358,1.0,1,5,1,418.0,0
921,20,76.0,9158,8,5,2007,2007,0.0,1496.0,1496,0.0,3,7,0,474.0,0
922,20,57.0,8280,6,5,1950,1950,0.0,932.0,932,0.0,2,4,1,306.0,214
923,90,60.0,8544,3,4,1950,1950,0.0,0.0,1040,0.0,2,6,0,400.0,0
924,30,50.0,8635,5,5,1925,1950,134.0,1072.0,1072,1.0,2,5,0,1184.0,105
925,20,0.0,12735,4,5,1972,1972,600.0,864.0,864,0.0,3,5,0,576.0,0
926,60,0.0,11000,8,5,2000,2000,0.0,969.0,2285,0.0,4,8,1,648.0,0
927,20,69.0,7590,5,5,1963,1963,0.0,1117.0,1117,0.0,3,6,0,264.0,0
928,120,37.0,4435,6,5,2003,2003,717.0,848.0,848,1.0,1,4,0,420.0,0
929,20,72.0,10152,5,5,1956,1956,586.0,1048.0,1048,1.0,3,6,0,286.0,0
930,20,68.0,10295,4,6,1969,1969,252.0,936.0,936,0.0,2,4,0,288.0,0
931,20,70.0,7763,5,7,1962,1980,504.0,931.0,1283,1.0,3,6,0,506.0,0
932,50,80.0,17120,4,4,1959,1959,0.0,0.0,1588,0.0,4,7,1,680.0,0
933,20,81.0,13870,10,5,2006,2007,1152.0,1742.0,2042,1.0,3,8,1,724.0,0
934,60,92.0,10120,8,5,1994,1994,740.0,1165.0,2526,1.0,4,8,1,844.0,0
935,60,47.0,10820,7,5,1999,1999,342.0,988.0,1873,0.0,3,7,1,597.0,0
936,50,60.0,9600,6,8,1900,2004,381.0,780.0,1416,0.0,3,7,0,400.0,0
937,60,0.0,8121,6,5,2000,2000,0.0,953.0,1664,0.0,3,7,1,460.0,0
938,20,95.0,11639,7,5,2007,2008,0.0,1428.0,1428,0.0,3,6,0,480.0,0
939,20,121.0,13758,9,5,2005,2006,1232.0,1792.0,1792,1.0,2,6,1,925.0,0
940,60,0.0,9771,6,5,1995,2002,779.0,1077.0,2814,0.0,4,9,1,614.0,0
941,30,50.0,9000,5,4,1919,1950,0.0,610.0,819,0.0,2,4,0,0.0,0
942,190,60.0,10320,3,3,1915,1950,0.0,536.0,1344,0.0,3,8,0,0.0,204
943,80,0.0,10448,6,6,1972,1972,0.0,689.0,2119,0.0,3,7,1,583.0,0
944,50,50.0,8635,5,5,1948,2001,336.0,672.0,1285,1.0,2,6,0,240.0,0
945,20,83.0,11980,7,5,1987,1987,1433.0,1433.0,1433,1.0,1,4,2,528.0,0
946,50,79.0,12327,8,8,1983,2009,1441.0,1496.0,2132,1.0,1,5,1,612.0,0
947,80,124.0,11512,6,7,1959,2006,719.0,1019.0,1357,1.0,2,5,1,312.0,0
948,20,90.0,14684,7,7,1990,1991,485.0,2158.0,2196,0.0,3,7,1,701.0,0
949,160,0.0,2665,5,6,1976,1976,0.0,264.0,1304,0.0,3,4,1,336.0,0
950,70,50.0,5250,8,5,1872,1987,259.0,684.0,2358,0.0,4,8,0,0.0,20
951,20,70.0,18044,8,5,1986,1986,0.0,279.0,2726,0.0,2,6,1,691.0,169
952,60,79.0,9245,7,5,2006,2006,0.0,939.0,1797,0.0,3,8,0,639.0,0
953,20,60.0,7200,5,7,1950,1950,0.0,0.0,1040,0.0,2,5,0,625.0,0
954,20,50.0,6000,5,5,1948,1950,104.0,789.0,789,0.0,2,5,0,250.0,0
955,120,34.0,3628,7,5,2004,2004,0.0,1143.0,1143,0.0,1,5,1,588.0,0
956,20,0.0,9156,6,7,1968,1968,0.0,1489.0,1489,0.0,3,7,1,462.0,0
957,60,73.0,9066,8,5,1999,2000,668.0,1004.0,1852,0.0,3,7,2,660.0,0
958,20,64.0,6410,4,5,1958,1958,0.0,960.0,960,0.0,3,5,0,0.0,0
959,85,54.0,7244,5,7,1970,1970,619.0,768.0,768,1.0,2,5,0,624.0,0
960,20,72.0,10152,6,6,1956,1994,914.0,1124.0,1124,1.0,3,6,1,353.0,180
961,160,30.0,3000,6,5,2009,2009,294.0,612.0,1224,0.0,2,4,0,528.0,0
962,20,63.0,7500,6,5,2006,2007,0.0,1100.0,1100,0.0,3,6,0,0.0,0
963,50,120.0,17360,6,6,1949,1950,300.0,782.0,1556,0.0,3,6,1,470.0,150
964,80,0.0,15957,6,6,1977,1977,1148.0,1244.0,1356,2.0,3,6,1,528.0,0
965,20,80.0,9600,6,8,1976,1976,978.0,1262.0,1262,0.0,3,6,1,460.0,0
966,60,43.0,10667,7,6,1996,1996,385.0,799.0,1661,1.0,3,6,1,550.0,0
967,60,81.0,10530,7,5,1978,1978,0.0,945.0,1857,0.0,4,8,1,482.0,0
968,20,50.0,5000,3,3,1946,1950,299.0,666.0,666,0.0,2,4,0,0.0,0
969,60,0.0,17082,6,5,1978,1992,964.0,1117.0,1981,1.0,4,8,1,522.0,0
970,50,74.0,16287,5,6,1925,1950,130.0,901.0,1351,1.0,3,7,1,576.0,43
971,20,65.0,11050,5,5,1956,1956,488.0,1005.0,1005,0.0,2,6,1,319.0,0
972,50,60.0,10440,6,7,1920,1950,493.0,1510.0,2792,0.0,5,8,2,520.0,0
973,160,41.0,2665,5,7,1976,1976,318.0,550.0,1475,0.0,4,6,1,336.0,0
974,20,80.0,10389,8,5,2003,2003,1682.0,1978.0,1978,1.0,3,8,1,850.0,0
975,20,70.0,9658,8,5,2006,2006,0.0,1598.0,1606,0.0,3,6,1,871.0,0
976,20,63.0,7500,6,5,2004,2004,0.0,1158.0,1158,0.0,3,5,0,0.0,0
977,20,79.0,14122,8,5,2005,2006,28.0,1822.0,1822,0.0,3,8,1,678.0,0
978,20,0.0,21000,6,5,1953,1953,35.0,1809.0,2259,1.0,3,7,2,450.0,192
979,50,70.0,8737,6,7,1923,1950,300.0,1065.0,1635,0.0,3,6,1,440.0,0
980,20,0.0,8750,5,6,1970,1970,828.0,1002.0,1002,1.0,3,5,0,902.0,0
981,60,73.0,8499,6,5,2006,2007,0.0,616.0,1412,0.0,3,6,1,432.0,0
982,90,72.0,11072,5,5,1965,1965,0.0,1728.0,1728,0.0,6,10,0,576.0,0
983,20,64.0,6762,7,5,2007,2007,902.0,1282.0,1290,1.0,2,6,1,662.0,0
984,20,105.0,15431,10,5,2005,2006,1430.0,1994.0,2046,1.0,2,7,2,878.0,0
985,160,34.0,3230,6,5,1999,1999,381.0,729.0,1471,0.0,3,6,0,440.0,0
986,60,90.0,10800,6,7,1974,1997,956.0,1522.0,2614,0.0,4,9,1,624.0,0
987,60,102.0,11143,8,5,2004,2005,0.0,1580.0,2466,0.0,4,8,1,610.0,0
988,20,73.0,8925,8,5,2007,2007,16.0,1466.0,1466,0.0,3,7,0,610.0,0
989,20,120.0,10356,5,6,1975,1975,716.0,969.0,969,0.0,3,5,0,440.0,0
990,20,93.0,12299,7,6,1978,1985,1328.0,1529.0,1664,1.0,3,7,1,663.0,0
991,20,90.0,9900,6,5,1967,1967,1173.0,1680.0,1691,1.0,2,5,0,550.0,260
992,20,64.0,6762,7,5,2007,2007,664.0,1208.0,1208,1.0,2,6,0,628.0,0
993,20,75.0,11625,5,6,1967,1967,527.0,1052.0,1052,0.0,3,6,1,668.0,0
994,50,65.0,6435,6,5,1939,1950,0.0,972.0,1577,0.0,3,6,1,312.0,0
995,20,65.0,8450,5,6,1968,1968,162.0,882.0,909,0.0,3,5,0,294.0,0
996,20,88.0,11577,9,5,2005,2006,1455.0,1838.0,1838,1.0,3,9,1,682.0,0
997,60,50.0,8340,6,6,1977,1977,509.0,675.0,1388,0.0,3,6,0,317.0,0
998,20,0.0,10708,5,5,1955,1993,379.0,1617.0,1867,1.0,2,7,3,303.0,0
999,30,60.0,6911,5,5,1924,1950,405.0,1145.0,1301,0.0,2,5,0,440.0,0
1000,20,80.0,8800,6,6,1964,1964,553.0,1251.0,1251,1.0,3,6,2,461.0,0
1001,20,65.0,10739,7,5,2002,2001,1259.0,1431.0,1444,1.0,3,6,0,577.0,0
1002,60,0.0,9572,8,5,1990,1990,482.0,1453.0,2810,0.0,4,9,1,750.0,0
1003,120,50.0,8012,6,5,1980,1980,543.0,923.0,923,0.0,2,5,1,264.0,0
1004,60,66.0,16226,8,5,1998,1999,281.0,1028.0,2452,0.0,4,9,1,683.0,0
1005,90,0.0,10899,4,5,1964,1964,0.0,0.0,1224,0.0,2,8,0,530.0,0
1006,120,32.0,4500,6,5,1998,1998,1201.0,1237.0,1337,1.0,2,5,0,405.0,0
1007,85,0.0,16647,5,5,1975,1981,1390.0,1390.0,1701,1.0,3,6,2,611.0,0
1008,50,62.0,8707,4,5,1924,1950,0.0,1093.0,1669,0.0,4,9,0,288.0,56
1009,20,66.0,8300,6,6,1968,1968,952.0,952.0,952,1.0,3,5,0,288.0,0
1010,20,72.0,9770,5,5,1957,1957,512.0,922.0,922,1.0,2,5,0,308.0,0
1011,20,80.0,17400,5,5,1977,1977,936.0,1126.0,1126,1.0,3,5,1,484.0,0
1012,120,39.0,5070,8,5,1992,1992,0.0,1280.0,1280,0.0,2,5,0,506.0,0
1013,20,66.0,7920,5,5,1970,2002,81.0,914.0,914,0.0,3,5,0,368.0,0
1014,90,78.0,7020,7,5,1997,1997,1243.0,1288.0,1368,2.0,2,8,0,784.0,0
1015,70,0.0,7500,6,7,1942,1950,547.0,771.0,1494,0.0,3,7,2,213.0,0
1016,20,76.0,10612,8,5,2006,2006,28.0,1524.0,1534,0.0,3,7,1,484.0,0
1017,50,51.0,6120,5,6,1938,1950,273.0,952.0,1582,0.0,3,6,1,250.0,34
1018,60,90.0,12376,7,5,1990,1990,1470.0,1673.0,3222,1.0,5,11,2,594.0,0
1019,20,100.0,10004,6,6,1964,1964,196.0,1516.0,1516,0.0,3,6,0,472.0,0
1020,30,55.0,8250,5,7,1935,1950,0.0,0.0,1032,0.0,2,6,1,260.0,121
1021,20,103.0,12205,3,1,1949,1992,0.0,448.0,1588,0.0,5,6,0,0.0,0
1022,20,103.0,11175,7,5,2007,2007,0.0,1316.0,1316,0.0,3,6,1,440.0,0
1023,20,85.0,9965,7,5,2007,2007,0.0,1528.0,1528,0.0,3,6,1,480.0,0
1024,70,50.0,8660,5,6,1900,1993,0.0,760.0,2168,0.0,5,11,0,576.0,78
1025,50,82.0,12375,5,5,1951,1951,329.0,806.0,1422,1.0,3,7,1,288.0,0
1026,20,60.0,8070,4,5,1994,1995,588.0,990.0,990,1.0,3,5,0,0.0,0
1027,20,84.0,8658,6,5,1965,1965,643.0,1088.0,1324,0.0,3,6,1,440.0,0
1028,60,0.0,8063,6,5,2000,2000,0.0,924.0,1690,0.0,3,7,1,463.0,0
1029,20,49.0,8235,5,7,1955,1995,180.0,825.0,825,1.0,2,4,0,720.0,0
1030,60,78.0,11700,6,6,1968,1968,298.0,727.0,1556,0.0,4,8,0,441.0,0
1031,60,74.0,12961,6,5,1993,1994,944.0,1152.0,1797,1.0,3,7,1,616.0,0
1032,20,65.0,8450,5,6,1968,1968,775.0,1056.0,1056,1.0,3,6,1,304.0,184
1033,75,90.0,22950,10,9,1892,1993,0.0,1107.0,3608,0.0,4,12,2,840.0,0
1034,120,41.0,5748,8,5,2005,2006,1573.0,1573.0,1778,2.0,2,5,1,495.0,0
1035,20,70.0,10500,4,5,1971,1971,432.0,864.0,864,0.0,3,5,1,0.0,0
1036,20,62.0,7500,7,5,2004,2005,410.0,1221.0,1221,1.0,2,6,0,400.0,0
1037,40,62.0,10042,6,8,1920,1995,144.0,660.0,865,1.0,2,4,1,216.0,84
1038,160,24.0,2544,7,5,2005,2005,0.0,600.0,1223,0.0,2,4,0,480.0,0
1039,160,35.0,3768,7,5,1999,1999,549.0,691.0,1452,1.0,3,6,0,506.0,0
1040,50,0.0,10320,5,6,1915,1978,0.0,880.0,1308,0.0,2,6,0,400.0,117
1041,80,61.0,9734,7,5,2004,2004,241.0,384.0,1374,0.0,3,7,0,400.0,0
1042,120,43.0,3182,7,5,2005,2006,16.0,1346.0,1504,0.0,2,7,1,437.0,0
1043,80,56.0,8872,6,5,1997,1997,0.0,384.0,1384,0.0,3,7,1,390.0,0
1044,20,70.0,12198,5,6,1955,1975,780.0,1204.0,1411,0.0,3,7,1,310.0,0
1045,20,80.0,8480,5,6,1963,1963,630.0,970.0,970,1.0,2,5,0,624.0,0
1046,80,0.0,10200,5,8,1970,1970,704.0,864.0,904,0.0,3,5,0,912.0,0
1047,90,0.0,9555,5,6,1979,1979,0.0,0.0,2233,0.0,5,11,0,579.0,0
1048,20,60.0,7200,4,8,1972,2006,385.0,385.0,875,0.0,3,5,0,728.0,0
1049,190,60.0,6780,6,8,1935,1982,490.0,520.0,754,1.0,2,5,0,0.0,0
1050,20,0.0,53227,4,6,1954,1994,1116.0,1364.0,1663,1.0,2,6,2,529.0,0
1051,20,70.0,9100,5,6,1965,1965,338.0,925.0,925,0.0,2,5,0,429.0,0
1052,50,130.0,9600,5,7,1940,1950,428.0,728.0,1308,1.0,2,7,2,256.0,0
1053,20,81.0,14175,5,5,1956,1998,386.0,1240.0,1375,1.0,3,6,1,323.0,0
1054,60,110.0,14277,8,5,2003,2003,938.0,1317.0,2385,1.0,3,7,1,818.0,0
1055,90,60.0,9000,5,5,1974,1974,0.0,896.0,1792,0.0,4,8,0,480.0,0
1056,20,105.0,13693,8,5,2007,2007,1728.0,2418.0,2464,1.0,4,9,1,650.0,0
1057,120,51.0,3635,7,5,2007,2007,988.0,1386.0,1569,0.0,1,7,1,660.0,0
1058,20,84.0,10933,9,5,2009,2009,1021.0,1555.0,1680,1.0,1,8,1,1138.0,0
1059,20,65.0,8450,7,5,2003,2003,699.0,1337.0,1337,1.0,3,6,0,531.0,0
1060,30,60.0,8550,6,8,1934,1950,574.0,816.0,816,1.0,2,4,1,240.0,40
1061,20,95.0,12182,7,5,2005,2005,1201.0,1541.0,1541,0.0,3,7,1,532.0,0
1062,50,51.0,6120,4,7,1935,1995,0.0,884.0,1573,0.0,3,6,0,240.0,54
1063,50,60.0,10800,4,7,1949,1996,0.0,832.0,1461,0.0,4,6,0,384.0,0
1064,90,0.0,12760,6,5,1976,1976,0.0,1958.0,2048,0.0,5,9,0,776.0,0
1065,60,0.0,7655,6,5,1993,1994,0.0,903.0,1642,0.0,3,7,1,392.0,0
1066,70,60.0,10560,6,7,1922,1994,283.0,738.0,1470,0.0,2,6,0,624.0,0
1067,60,60.0,7500,6,5,1999,2003,0.0,938.0,2299,0.0,5,7,1,482.0,0
1068,60,0.0,9505,7,5,2001,2001,0.0,884.0,2035,0.0,3,8,1,434.0,0
1069,85,69.0,10205,5,5,1962,1962,784.0,925.0,999,1.0,3,6,0,300.0,0
1070,120,45.0,4379,8,5,2004,2004,851.0,1378.0,1378,1.0,2,6,1,540.0,0
1071,190,65.0,7800,5,7,1939,1950,507.0,793.0,1118,1.0,3,5,1,410.0,0
1072,90,92.0,12108,4,4,1955,1955,133.0,1440.0,1440,0.0,4,8,0,0.0,0
1073,20,70.0,7000,5,7,1960,2002,588.0,1010.0,1134,0.0,2,6,0,254.0,0
1074,50,64.0,13053,6,7,1923,2000,0.0,833.0,1848,0.0,4,8,1,370.0,0
1075,50,60.0,8400,6,5,1925,1950,423.0,1181.0,1694,0.0,4,7,1,576.0,128
1076,20,50.0,6000,4,7,1954,2000,0.0,901.0,901,0.0,2,4,0,281.0,0
1077,50,0.0,6240,6,5,1938,1950,52.0,861.0,1409,1.0,3,6,1,528.0,84
1078,20,141.0,31770,6,5,1960,1960,639.0,1080.0,1656,1.0,3,7,2,528.0,0
1079,60,96.0,12474,10,5,2007,2008,1280.0,1682.0,2332,1.0,3,9,1,846.0,0
1080,20,80.0,9600,5,7,1950,2007,607.0,1113.0,1113,0.0,3,5,1,264.0,120
1081,30,64.0,8574,6,8,1916,2000,0.0,816.0,1232,0.0,3,6,1,440.0,180
1082,20,104.0,14418,9,5,2007,2007,1375.0,1950.0,1950,1.0,2,7,1,706.0,0
1083,20,80.0,10400,7,5,1988,1988,929.0,1845.0,1872,0.0,3,6,1,604.0,0
1084,50,63.0,15564,6,6,1914,1995,0.0,676.0,1264,0.0,3,6,0,400.0,0
1085,60,101.0,13543,8,5,2005,2005,16.0,1168.0,2500,0.0,5,9,1,683.0,0
1086,45,50.0,6130,5,6,1924,1950,784.0,784.0,784,1.0,2,5,0,0.0,116
1087,30,50.0,5925,2,4,1940,1950,0.0,0.0,612,0.0,1,4,0,308.0,25
1088,70,0.0,24090,7,7,1940,1950,0.0,1032.0,2403,0.0,4,10,2,349.0,318
1089,20,80.0,9600,6,5,1953,1953,1285.0,1416.0,1644,1.0,3,7,2,418.0,0
1090,60,65.0,8158,7,5,2002,2002,0.0,860.0,1729,0.0,3,7,0,542.0,0
1091,30,50.0,5220,5,3,1936,1950,0.0,830.0,879,0.0,2,4,0,180.0,0
1092,20,60.0,8172,5,7,1955,1990,167.0,864.0,864,1.0,2,5,0,572.0,0
1093,20,72.0,9000,6,5,1956,1956,616.0,1196.0,1196,1.0,2,6,1,297.0,0
1094,60,74.0,7844,6,7,1978,1978,209.0,672.0,1400,0.0,3,6,1,440.0,0
1095,70,60.0,9084,4,5,1940,1950,0.0,755.0,1510,1.0,4,7,1,296.0,0
1096,190,60.0,10800,4,7,1900,2000,0.0,0.0,1294,0.0,3,7,0,0.0,210
1097,20,74.0,8556,7,5,2006,2006,0.0,1240.0,1240,0.0,2,5,0,826.0,0
1098,20,70.0,9100,5,4,1962,1962,36.0,988.0,988,1.0,3,6,0,624.0,0
1099,90,63.0,8668,5,5,1968,1968,0.0,1560.0,1560,0.0,4,8,0,792.0,0
1100,20,70.0,11767,5,5,1950,1950,1078.0,1078.0,1368,1.0,3,6,0,195.0,211
1101,20,70.0,8400,7,5,2004,2005,712.0,1473.0,1484,1.0,3,7,0,606.0,0
1102,120,40.0,3874,8,5,1980,1980,807.0,1226.0,1226,1.0,1,4,1,484.0,0
1103,20,0.0,8076,6,6,1993,1994,705.0,1160.0,1169,0.0,3,6,1,402.0,0
1104,80,93.0,10090,7,5,1963,1999,242.0,725.0,1651,0.0,4,6,2,276.0,0
1105,20,67.0,8877,4,6,1938,1958,690.0,816.0,816,1.0,2,3,1,288.0,0
1106,20,85.0,11058,7,6,2007,2007,56.0,1564.0,1564,0.0,3,6,0,814.0,0
1107,190,60.0,10800,6,7,1905,2000,0.0,482.0,1912,0.0,3,7,1,672.0,212
1108,20,59.0,10936,7,5,2006,2006,0.0,1510.0,1525,0.0,3,6,1,534.0,0
1109,60,65.0,8461,6,5,2005,2006,0.0,728.0,1456,0.0,3,8,1,390.0,0
1110,70,60.0,7518,5,8,1910,2004,0.0,396.0,1330,0.0,3,7,0,390.0,45
1111,60,0.0,8010,7,5,2002,2003,0.0,840.0,1720,0.0,3,7,1,400.0,0
1112,85,0.0,10050,5,6,1966,1966,602.0,793.0,1280,0.0,3,6,1,432.0,0
1113,120,38.0,4740,8,5,1988,1988,248.0,1166.0,1179,1.0,2,5,0,480.0,0
1114,30,60.0,6978,5,7,1926,1980,0.0,850.0,960,0.0,2,5,0,576.0,116
1115,20,0.0,11400,10,5,2001,2002,1282.0,2633.0,2633,1.0,2,8,2,804.0,0
1116,20,66.0,9240,6,8,1959,1998,708.0,988.0,988,1.0,3,6,0,297.0,0
1117,120,24.0,2304,7,7,1978,1978,632.0,1061.0,1055,0.0,2,4,0,319.0,0
1118,30,54.0,7223,5,5,1926,1950,319.0,1290.0,1422,0.0,3,6,0,352.0,64
1119,160,0.0,3612,6,5,1993,1994,338.0,630.0,1320,0.0,3,5,0,484.0,0
1120,20,63.0,12680,7,6,1988,1988,983.0,1675.0,1688,1.0,2,6,1,528.0,0
1121,20,85.0,10176,7,5,1990,1990,637.0,1300.0,1341,1.0,2,5,1,506.0,0
1122,80,55.0,10780,5,5,1976,1976,483.0,911.0,954,0.0,3,6,0,576.0,0
1123,90,0.0,8544,3,4,1949,1950,0.0,0.0,1040,0.0,2,6,0,400.0,0
1124,60,79.0,10646,7,5,2001,2001,681.0,858.0,1789,1.0,3,7,1,546.0,0
1125,20,80.0,8400,6,9,1962,2005,0.0,1319.0,1537,1.0,3,7,1,462.0,0
1126,20,85.0,15428,5,6,1951,1991,741.0,884.0,884,1.0,2,4,0,270.0,0
1127,20,81.0,11216,8,5,2006,2006,0.0,1489.0,1489,0.0,3,7,1,776.0,0
1128,20,78.0,10140,6,6,1974,1999,663.0,1040.0,1309,1.0,3,5,1,484.0,0
1129,160,42.0,3964,6,4,1973,1973,837.0,942.0,2521,1.0,5,10,1,576.0,0
1130,20,98.0,11428,8,5,2006,2006,0.0,1626.0,1634,0.0,3,7,1,866.0,0
1131,60,80.0,10421,7,5,1988,1988,394.0,980.0,1714,0.0,3,7,1,496.0,156
1132,75,75.0,13500,7,8,1879,1987,0.0,819.0,2454,0.0,3,8,1,576.0,150
1133,20,75.0,9000,6,5,1969,1969,955.0,1216.0,1216,1.0,3,5,0,336.0,0
