,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,BsmtFin_SF_1,Total_Bsmt_SF,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,PID,Mas_Vnr_Area,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,Kitchen_AbvGr,Wood_Deck_SF,Screen_Porch,Bsmt_Qual_missing,BrkSide,Edwards,IDOTRR,NAmes,NoRidge,NridgHt,OldTown,Somerst,StoneBr,2fmCon,New
1598,50,68.0,10544,5,5,476.0,864.0,0.0,5,8,0,275.0,924100050,0.0,864,615,2,0,1,287,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,20,85.0,10936,8,5,0.0,1504.0,0.0,3,7,0,510.0,528445010,60.0,1504,0,2,0,1,144,0,0,0,0,0,0,0,0,0,1,0,0,1
1600,60,80.0,11316,7,5,624.0,817.0,1.0,4,8,1,510.0,916455170,44.0,824,1070,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,20,72.0,8640,8,5,24.0,1278.0,0.0,2,5,0,584.0,528456200,0.0,1278,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1602,60,93.0,12090,8,5,0.0,1141.0,0.0,4,10,1,420.0,528348010,650.0,1165,1098,2,1,1,144,0,0,0,0,0,0,1,0,0,0,0,0,0
1603,90,0.0,7939,7,5,820.0,1168.0,2.0,6,8,2,820.0,906230020,23.0,1168,1619,4,2,2,312,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,60,0.0,7750,7,5,0.0,707.0,0.0,3,6,1,403.0,528290090,0.0,707,707,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,80,85.0,9350,6,7,270.0,1302.0,0.0,3,7,0,309.0,534403040,108.0,1302,0,2,0,1,333,0,0,0,0,0,1,0,0,0,0,0,0,0
1606,80,0.0,7750,8,5,353.0,408.0,1.0,3,7,1,527.0,528240060,0.0,779,640,2,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,20,128.0,13001,6,5,492.0,1625.0,0.0,2,6,1,944.0,527357020,176.0,1220,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,80,0.0,13607,6,6,454.0,572.0,1.0,3,6,1,501.0,909452050,242.0,1182,800,2,1,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,120,0.0,4435,6,5,685.0,848.0,1.0,1,4,0,420.0,907290210,170.0,848,0,1,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,120,44.0,3843,8,5,1476.0,1596.0,1.0,2,5,1,482.0,911370500,174.0,1648,0,2,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,1
1611,120,65.0,5950,8,5,319.0,1337.0,1.0,2,5,1,462.0,527183060,0.0,1337,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1612,50,80.0,12400,5,6,602.0,901.0,0.0,2,7,1,410.0,909276070,0.0,1125,592,1,1,1,0,113,0,0,0,0,0,0,0,0,0,0,0,0
1613,20,75.0,10425,5,5,774.0,1104.0,1.0,3,5,0,384.0,535180120,0.0,1104,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1614,20,0.0,16269,5,5,625.0,907.0,0.0,3,5,0,343.0,907201220,76.0,907,0,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,60,68.0,8998,7,5,527.0,782.0,0.0,3,6,0,532.0,907181120,120.0,782,870,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,60,80.0,10400,6,7,0.0,932.0,0.0,5,8,1,515.0,534128190,256.0,1271,1369,2,1,1,0,168,0,0,0,0,0,0,0,0,0,0,0,0
1617,50,60.0,10134,5,6,0.0,735.0,0.0,2,5,0,240.0,535375130,0.0,735,299,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1618,90,64.0,7007,5,5,0.0,0.0,0.0,4,8,0,400.0,906226140,0.0,1513,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1619,20,78.0,11645,8,5,24.0,1498.0,0.0,3,7,1,844.0,906392110,76.0,1498,0,2,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,20,60.0,8250,5,7,288.0,1053.0,1.0,3,6,0,692.0,535151110,0.0,1053,0,1,0,1,240,109,0,0,0,0,1,0,0,0,0,0,0,0
1621,20,0.0,11027,6,5,468.0,1178.0,1.0,2,5,0,452.0,526302030,28.0,1293,0,2,0,1,280,0,0,0,0,0,1,0,0,0,0,0,0,0
1622,20,95.0,12350,9,5,1232.0,2020.0,1.0,3,7,1,896.0,528108130,450.0,2020,0,2,0,1,192,0,0,0,0,0,0,0,1,0,0,0,0,0
1623,60,0.0,18275,7,8,636.0,1438.0,1.0,3,9,2,441.0,535425080,0.0,1900,548,3,0,1,520,0,0,0,0,0,1,0,0,0,0,0,0,0
1624,60,77.0,9206,6,5,0.0,741.0,0.0,3,7,1,476.0,906201030,336.0,977,755,2,1,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,120,48.0,6240,8,5,863.0,1324.0,1.0,2,6,1,550.0,528186180,176.0,1324,0,2,0,1,192,0,0,0,0,0,0,0,1,0,0,0,0,0
1626,20,63.0,7875,7,5,0.0,1237.0,0.0,3,6,1,402.0,527162090,38.0,1253,0,2,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,60,111.0,16259,9,5,0.0,1249.0,0.0,4,9,0,840.0,528106010,370.0,1249,1347,3,1,1,240,0,0,0,0,0,0,0,1,0,0,0,0,1
1628,20,0.0,6173,5,6,599.0,876.0,0.0,3,6,0,288.0,532378240,75.0,902,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,20,75.0,12890,6,5,0.0,1495.0,0.0,3,8,1,438.0,916402015,128.0,1495,0,2,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,20,84.0,10440,8,5,0.0,1574.0,0.0,2,6,1,594.0,528480180,0.0,1584,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1631,20,63.0,7500,7,5,680.0,1080.0,1.0,3,6,0,0.0,531363060,120.0,1080,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,20,75.0,9532,4,6,595.0,1105.0,1.0,3,6,1,280.0,535353050,0.0,1647,0,1,0,1,225,0,0,0,0,0,1,0,0,0,0,0,0,0
1633,120,53.0,3922,7,5,0.0,1258.0,0.0,2,6,1,648.0,528228270,72.0,1258,0,2,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,1
1634,70,60.0,8730,6,7,0.0,698.0,0.0,3,7,0,384.0,903425280,0.0,698,698,1,0,1,0,259,0,1,0,0,0,0,0,0,0,0,0,0
1635,30,60.0,6060,5,9,737.0,837.0,0.0,2,5,0,216.0,911128020,0.0,1001,0,1,0,1,154,0,0,0,0,1,0,0,0,0,0,0,0,0
1636,20,107.0,14450,9,5,0.0,2121.0,0.0,3,8,1,732.0,528106040,315.0,2121,0,2,1,1,124,142,0,0,0,0,0,0,1,0,0,0,0,1
1637,50,60.0,5400,6,6,0.0,972.0,0.0,3,6,0,207.0,902405120,0.0,1044,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1638,20,85.0,10000,8,5,0.0,1588.0,0.0,3,7,1,825.0,528435070,410.0,1588,0,2,0,1,144,0,0,0,0,0,0,0,0,0,1,0,0,0
1639,20,72.0,10007,5,7,806.0,1053.0,1.0,3,5,0,312.0,534426040,54.0,1053,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1640,30,52.0,7830,3,5,416.0,492.0,1.0,1,3,0,200.0,902206020,0.0,492,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1641,20,90.0,11727,7,6,0.0,1851.0,0.0,3,8,1,506.0,526354020,434.0,1851,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1642,190,60.0,10320,6,7,276.0,698.0,1.0,3,7,0,308.0,903484110,0.0,754,649,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1643,80,65.0,10482,6,8,507.0,588.0,0.0,3,6,0,264.0,534276070,63.0,1138,0,1,0,1,224,0,0,0,0,0,1,0,0,0,0,0,0,0
1644,20,110.0,15274,9,5,1972.0,2452.0,2.0,3,10,1,886.0,528166090,724.0,2452,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1645,20,61.0,8800,5,7,532.0,1040.0,0.0,3,5,0,484.0,907202050,0.0,1040,0,2,0,1,0,288,0,0,0,0,0,0,0,0,0,0,0,0
1646,60,75.0,10000,6,5,0.0,763.0,0.0,3,7,1,440.0,527163010,0.0,763,892,2,1,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,20,78.0,10140,6,6,888.0,1116.0,1.0,3,6,1,528.0,527375180,196.0,1116,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,60,58.0,14054,7,5,0.0,879.0,0.0,4,9,1,660.0,528218140,0.0,879,984,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
1649,60,70.0,11218,6,5,0.0,1055.0,0.0,3,8,1,462.0,531451280,0.0,1055,790,2,1,1,635,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,20,74.0,8856,5,4,621.0,1176.0,1.0,3,6,2,292.0,535152200,143.0,1176,0,1,0,1,0,95,0,0,0,0,1,0,0,0,0,0,0,0
1651,20,65.0,7800,5,7,240.0,864.0,1.0,3,5,0,416.0,905105200,47.0,892,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,30,60.0,7200,5,4,247.0,1022.0,1.0,2,4,0,280.0,902402150,0.0,1022,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1653,20,89.0,10680,5,3,756.0,2136.0,0.0,4,7,0,528.0,534477030,44.0,2136,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1654,60,59.0,9535,6,5,851.0,926.0,0.0,3,7,0,472.0,527106140,0.0,926,678,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,70,66.0,6858,6,4,0.0,806.0,1.0,4,6,0,216.0,909100110,0.0,841,806,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,20,75.0,8100,5,8,764.0,864.0,1.0,3,5,1,420.0,532354150,0.0,864,0,1,0,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,20,0.0,9216,5,6,294.0,1076.0,0.0,3,5,1,576.0,907202190,176.0,1076,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,40,50.0,9100,5,6,0.0,742.0,0.0,2,4,0,308.0,903204095,0.0,779,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1659,60,67.0,12774,7,5,0.0,835.0,0.0,3,8,0,478.0,531373060,95.0,835,828,2,1,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,50,50.0,6000,5,7,384.0,768.0,0.0,3,6,0,308.0,902201110,0.0,768,560,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1661,60,0.0,10364,6,5,0.0,806.0,0.0,3,7,1,373.0,527107040,0.0,806,766,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,50,50.0,6000,6,5,264.0,739.0,0.0,2,7,1,240.0,903228060,0.0,874,468,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1663,20,0.0,10530,6,5,282.0,981.0,1.0,3,5,0,576.0,527402150,0.0,981,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1664,20,75.0,9525,5,6,0.0,1099.0,0.0,3,6,0,352.0,907135020,0.0,1099,0,1,1,1,278,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,60,0.0,8880,7,5,695.0,948.0,1.0,3,8,2,463.0,531380080,0.0,1222,888,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,85,82.0,8410,6,6,924.0,970.0,1.0,2,5,1,528.0,914478100,0.0,1026,0,1,0,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,120,42.0,4385,9,5,964.0,1419.0,1.0,2,5,1,588.0,533215040,0.0,1419,0,1,1,1,155,0,0,0,0,0,0,0,0,0,1,0,0,0
1668,20,100.0,12919,9,5,2188.0,2330.0,1.0,2,11,2,820.0,528150070,760.0,2364,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1669,20,82.0,12464,5,5,732.0,1040.0,1.0,3,6,0,576.0,907126010,0.0,1040,0,1,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,120,43.0,5005,8,5,263.0,1280.0,0.0,2,5,0,506.0,527145080,0.0,1280,0,2,0,1,0,144,0,0,0,0,0,0,0,0,0,1,0,0
1671,60,76.0,9591,8,5,0.0,1143.0,0.0,4,9,1,852.0,528120150,344.0,1143,1330,2,1,1,192,0,0,0,0,0,0,0,1,0,0,0,0,0
1672,50,70.0,6960,7,8,258.0,680.0,0.0,2,6,2,224.0,905226080,0.0,798,504,1,1,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0
1673,20,75.0,9825,5,5,609.0,1092.0,0.0,3,6,0,264.0,908102140,0.0,1092,0,1,0,1,259,161,0,0,1,0,0,0,0,0,0,0,0,0
1674,20,88.0,14175,6,8,776.0,988.0,1.0,1,4,1,621.0,905201110,0.0,1188,0,1,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,20,74.0,7400,7,6,809.0,1045.0,1.0,3,6,0,528.0,535478070,0.0,1045,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1676,20,88.0,10738,6,7,792.0,1093.0,1.0,3,6,1,484.0,534176140,0.0,1093,0,2,0,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,60,65.0,8366,6,5,0.0,798.0,0.0,3,6,0,520.0,531376010,0.0,798,842,2,1,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,90,70.0,9842,4,5,0.0,0.0,0.0,2,6,0,462.0,534429030,0.0,1224,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1679,70,60.0,7200,7,9,350.0,560.0,1.0,3,6,0,576.0,909252020,0.0,575,560,1,0,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,30,60.0,10230,5,7,0.0,1054.0,0.0,3,6,0,264.0,535378120,0.0,1078,0,1,0,1,0,112,0,0,0,0,0,0,0,1,0,0,0,0
1681,20,52.0,8626,4,6,0.0,0.0,0.0,2,5,0,331.0,902427140,1.0,968,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1682,60,74.0,8834,9,5,1170.0,1462.0,1.0,4,10,1,738.0,528142040,216.0,1462,762,2,1,1,184,0,0,0,0,0,0,0,1,0,0,0,0,0
1683,90,60.0,8544,3,4,0.0,0.0,0.0,2,6,0,400.0,535454060,0.0,1040,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1684,60,68.0,9179,7,5,633.0,873.0,1.0,3,7,0,588.0,907181140,158.0,882,908,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,70,79.0,11526,6,7,0.0,588.0,0.0,3,11,1,672.0,909251090,0.0,1423,748,2,0,1,431,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,30,70.0,5684,6,8,0.0,813.0,0.0,2,5,0,270.0,902109010,0.0,813,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1687,60,0.0,11885,8,5,990.0,1299.0,1.0,3,7,1,531.0,907252220,108.0,1299,573,2,1,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,20,80.0,9600,5,6,504.0,1050.0,0.0,2,5,0,338.0,534476320,0.0,1050,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1689,60,114.0,17242,9,5,292.0,1733.0,1.0,4,11,1,959.0,528360050,738.0,1933,1567,3,1,1,870,210,0,0,0,0,0,1,0,0,0,0,0,0
1690,20,75.0,10215,4,5,492.0,864.0,0.0,3,5,0,248.0,908225240,132.0,948,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1691,50,60.0,8550,5,5,0.0,750.0,0.0,4,7,0,576.0,903425270,0.0,960,356,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1692,60,0.0,18450,6,5,187.0,1021.0,0.0,3,7,1,596.0,535126180,113.0,1465,915,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1693,20,0.0,14778,6,7,728.0,1296.0,1.0,3,7,1,924.0,909428190,72.0,1640,0,1,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,160,30.0,3180,6,5,390.0,600.0,1.0,2,5,0,480.0,533212050,0.0,600,600,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1695,70,52.0,3068,6,8,0.0,662.0,0.0,3,6,0,180.0,903430080,0.0,662,662,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1696,20,68.0,8298,8,5,583.0,1546.0,0.0,2,6,1,502.0,916384070,0.0,1564,0,2,0,1,132,0,0,0,0,0,0,0,0,0,0,0,0,1
1697,60,104.0,13518,9,5,0.0,1926.0,0.0,4,11,2,820.0,528104070,860.0,1966,1174,3,1,1,144,0,0,0,0,0,0,0,1,0,0,0,0,1
1698,50,90.0,33120,6,5,0.0,1595.0,0.0,5,8,1,576.0,903425190,0.0,1611,875,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1699,60,0.0,13142,6,5,688.0,864.0,1.0,3,6,0,600.0,907176010,128.0,872,899,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,20,107.0,11362,8,5,1039.0,1836.0,1.0,3,7,1,862.0,528142090,42.0,1836,0,2,0,1,125,0,0,0,0,0,0,0,1,0,0,0,0,0
1701,20,92.0,10845,8,5,1149.0,1603.0,1.0,2,7,1,732.0,528172080,504.0,1575,0,2,0,1,216,0,0,0,0,0,0,0,1,0,0,0,0,0
1702,180,21.0,1936,4,6,131.0,630.0,1.0,1,3,0,0.0,923228290,0.0,630,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,20,80.0,9760,6,7,717.0,1395.0,1.0,2,7,1,440.0,535476350,218.0,1395,0,1,0,1,657,240,0,0,0,0,1,0,0,0,0,0,0,0
1704,70,66.0,3960,7,8,0.0,502.0,0.0,2,5,1,200.0,902108060,0.0,502,502,1,0,1,280,0,0,0,0,0,0,0,0,1,0,0,0,0
1705,20,70.0,9100,7,5,24.0,1860.0,0.0,3,8,1,484.0,907290080,0.0,1836,0,2,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,20,80.0,9600,5,6,658.0,1296.0,0.0,3,6,0,450.0,534455030,203.0,1496,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1707,20,57.0,9764,5,7,702.0,894.0,1.0,3,5,0,450.0,905104180,0.0,894,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,20,60.0,8430,5,5,616.0,1040.0,0.0,3,5,0,0.0,907200230,136.0,1040,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,70,50.0,9060,5,6,548.0,859.0,0.0,3,6,0,0.0,910201180,0.0,942,886,2,0,1,174,0,0,0,0,1,0,0,0,0,0,0,0,0
1710,20,66.0,12778,5,6,658.0,1008.0,1.0,2,4,0,280.0,535304020,0.0,1008,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,20,60.0,8172,4,5,682.0,864.0,1.0,3,5,0,528.0,908275240,0.0,864,0,1,0,1,196,0,0,0,1,0,0,0,0,0,0,0,0,0
1712,20,64.0,9037,8,5,428.0,1476.0,0.0,2,6,1,472.0,916384080,32.0,1484,0,2,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,30,52.0,6292,6,5,384.0,768.0,0.0,2,4,0,160.0,909253190,0.0,790,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,60,85.0,11900,5,6,400.0,1122.0,1.0,3,6,1,567.0,527276160,157.0,946,988,2,1,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0
1715,20,70.0,7945,5,6,179.0,1150.0,1.0,3,6,0,300.0,535456020,0.0,1150,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1716,60,134.0,16659,8,5,0.0,1582.0,0.0,3,7,1,728.0,528120010,0.0,1582,570,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1717,30,50.0,9340,4,6,344.0,672.0,1.0,2,4,0,234.0,905452050,0.0,672,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1718,80,0.0,11454,8,5,770.0,1401.0,1.0,3,6,1,811.0,906424010,302.0,1511,0,2,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,30,80.0,8480,5,6,700.0,793.0,1.0,2,4,0,240.0,535352090,0.0,793,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1720,80,65.0,6305,6,6,528.0,1008.0,1.0,3,5,1,352.0,908103350,0.0,1096,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1721,60,82.0,9709,8,5,778.0,918.0,1.0,3,8,2,786.0,528142050,120.0,958,1142,2,1,1,172,0,0,0,0,0,0,0,1,0,0,0,0,1
1722,50,60.0,10930,5,6,580.0,913.0,1.0,3,6,1,288.0,535380050,0.0,1048,510,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1723,20,0.0,50102,6,5,909.0,1632.0,1.0,2,6,2,518.0,916325040,0.0,1650,0,1,0,1,0,138,0,0,0,0,0,0,0,0,0,0,0,0
1724,60,74.0,8899,8,5,40.0,948.0,0.0,4,10,1,656.0,528142020,108.0,948,1140,2,1,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0
1725,60,65.0,10237,6,5,0.0,768.0,0.0,3,6,1,400.0,528218020,0.0,768,768,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,20,80.0,9736,6,6,668.0,1331.0,0.0,4,8,3,464.0,535177110,289.0,1721,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1727,160,24.0,2364,6,5,320.0,804.0,0.0,3,7,1,440.0,527455050,0.0,804,744,2,1,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,120,55.0,7892,6,5,0.0,918.0,0.0,2,5,1,264.0,531452020,0.0,918,0,2,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,60,95.0,12350,9,5,986.0,1365.0,1.0,3,8,1,864.0,528108040,0.0,1365,1325,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1730,60,62.0,7917,6,5,0.0,953.0,0.0,3,7,1,460.0,528280110,0.0,953,694,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,20,60.0,7200,5,7,0.0,825.0,0.0,2,4,0,350.0,535456100,0.0,825,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1732,20,0.0,12155,6,3,1237.0,1657.0,0.0,3,7,1,484.0,535181030,0.0,1657,0,2,0,1,0,147,0,0,0,0,1,0,0,0,0,0,0,0
1733,30,0.0,7446,4,5,266.0,788.0,0.0,2,4,2,0.0,903200050,0.0,788,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1734,60,105.0,11025,8,5,1118.0,1334.0,1.0,3,9,3,888.0,533125120,692.0,1520,1306,2,1,1,177,0,0,0,0,0,0,1,0,0,0,0,0,0
1735,20,65.0,7832,5,5,775.0,864.0,1.0,2,4,0,280.0,905106170,0.0,864,0,1,0,1,226,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,60,134.0,19378,7,5,57.0,1392.0,1.0,4,9,1,576.0,527108010,456.0,1392,1070,2,1,1,239,0,0,0,0,0,0,0,0,0,0,0,0,1
1737,20,0.0,9830,5,7,72.0,1063.0,1.0,3,7,1,576.0,535401080,0.0,1287,0,1,0,1,364,182,0,0,0,0,1,0,0,0,0,0,0,0
1738,20,0.0,4403,7,5,578.0,1470.0,1.0,2,7,1,484.0,533213030,432.0,1478,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1739,60,0.0,8174,7,5,494.0,698.0,1.0,3,7,1,393.0,528250040,0.0,698,644,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,30,60.0,7200,5,7,510.0,788.0,1.0,2,4,2,240.0,902128170,294.0,804,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1741,60,69.0,7590,5,5,540.0,864.0,0.0,4,8,1,264.0,535477130,288.0,876,936,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1742,60,0.0,8795,7,5,300.0,952.0,0.0,4,8,1,554.0,528275070,0.0,980,1276,2,1,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,120,44.0,3843,8,5,1476.0,1596.0,1.0,2,5,1,525.0,911370490,186.0,1648,0,2,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,1
1744,60,85.0,11075,6,5,500.0,952.0,0.0,4,9,2,576.0,526354070,0.0,1092,1020,2,1,1,280,0,0,0,0,0,1,0,0,0,0,0,0,0
1745,60,76.0,10142,7,5,656.0,956.0,1.0,4,8,0,618.0,531367050,0.0,956,1128,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,30,56.0,7741,6,5,143.0,1032.0,0.0,2,5,0,280.0,902110130,0.0,1032,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1747,60,65.0,8139,6,5,476.0,680.0,0.0,3,7,1,420.0,527106050,119.0,680,790,2,1,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,20,45.0,8982,5,5,539.0,1040.0,0.0,3,5,0,748.0,907200270,0.0,1040,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,45,51.0,6120,5,7,0.0,884.0,0.0,2,5,0,240.0,903231050,0.0,884,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1750,20,70.0,16561,5,5,549.0,1097.0,1.0,3,6,0,242.0,907135080,0.0,1097,0,1,1,1,306,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,30,56.0,4060,5,8,0.0,864.0,0.0,2,4,0,0.0,908229020,0.0,864,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1752,160,24.0,2308,6,6,286.0,855.0,0.0,4,7,0,460.0,527453160,0.0,855,601,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,50,52.0,6240,6,6,0.0,816.0,0.0,3,6,1,528.0,903231070,0.0,816,0,1,0,1,112,0,0,1,0,0,0,0,0,0,0,0,0,0
1754,20,0.0,8789,5,6,659.0,912.0,0.0,3,6,1,288.0,532378220,0.0,941,0,1,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,120,64.0,5587,8,5,1480.0,1600.0,1.0,2,5,1,482.0,911370410,186.0,1652,0,2,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,1
1756,70,66.0,9042,7,9,275.0,1152.0,0.0,4,9,2,252.0,909427230,0.0,1188,1152,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,80,57.0,8923,7,5,189.0,384.0,0.0,3,7,1,396.0,527161040,0.0,751,631,2,1,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,20,75.0,12518,5,7,532.0,1008.0,0.0,3,6,0,384.0,923201100,182.0,1008,0,1,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0
